Gözlem Yapılan Servis Adı;Servis Türü;Gözlem Tarihi;Gözlemci Meslek;Cinsiyet;Hasta İle Temas Öncesi;Hasta İle Temas Sonrası;Aseptik İşlemler Öncesi;Vücus Sıvıları İle Bulaşma Sonrası;Hasta Çevresi İle Temas Sonrası
Beyin Cerrahisi;Standart;1.11.2018;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.10.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Doktor;E;Ovma;Yıkama;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Doktor;K;Yok;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Yıkama;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Ovma;Ovma
Beyin Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Beyin Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;K;Ovma;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;E;Yok;Yok;Yok;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;E;Yok;Yok;Yok;Gözlem Dışı;Yok
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Doktor;K;Yok;Yok;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;E;Yok;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Beyin Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.12.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Yok;Yok
Kalp Damar Cerrahisi;Standart;1.12.2018;Hemşire;K;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.12.2018;Hasta Bakıcı;E;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.12.2018;Hemşire;K;Yok;Yok;Yok;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.12.2018;Hasta Bakıcı;E;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.10.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.10.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.10.2018;Hasta Bakıcı;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.10.2018;Hasta Bakıcı;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.10.2018;Hemşire;K;Yok;Yok;Yok;Yıkama;Yok
Kalp Damar Cerrahisi;Standart;1.10.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Doktor;E;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.01.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Doktor;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.01.2019;Doktor;E;Gözlem Dışı;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Doktor;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.01.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yok;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Yok;Yıkama;Yok;Yıkama;Yok
Kalp Damar Cerrahisi;Standart;1.01.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Doktor;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;E;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;E;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hasta Bakıcı;E;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.01.2019;Hemşire;K;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Doktor;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.03.2019;Hasta Bakıcı;E;Yok;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hasta Bakıcı;K;Yok;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hasta Bakıcı;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Yıkama;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hasta Bakıcı;E;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hasta Bakıcı;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Doktor;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.03.2019;Doktor;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yok;Yıkama;Yok
Kalp Damar Cerrahisi;Standart;1.03.2019;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hasta Bakıcı;E;Yok;Yok;Gözlem Dışı;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Ovma;Yıkama;Yok
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.03.2019;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.03.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.03.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.03.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yok;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.03.2019;Hasta Bakıcı;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Yıkama;Ovma;Yıkama;Ovma
Kalp Damar Cerrahisi;Standart;1.03.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.03.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.03.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.03.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.04.2019;Hasta Bakıcı;E;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Yıkama;Ovma
Kalp Damar Cerrahisi;Standart;1.04.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.04.2019;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.04.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.04.2019;Hemşire;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.04.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Yıkama;Ovma
Kalp Damar Cerrahisi;Standart;1.04.2019;Hemşire;K;Yok;Yok;Yok;Yok;Yok
Kalp Damar Cerrahisi;Standart;1.04.2019;Doktor;E;Gözlem Dışı;Yok;Yok;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Doktor;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;E;Ovma;Yıkama;Ovma;Yıkama;Ovma
Kalp Damar Cerrahisi;Standart;1.09.2018;Doktor;E;Yıkama;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.09.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Ovma;Ovma;Yıkama;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.09.2018;Doktor;E;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.09.2018;Doktor;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.09.2018;Doktor;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hasta Bakıcı;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hasta Bakıcı;E;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.09.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.09.2018;Doktor;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Kalp Damar Cerrahisi;Standart;1.09.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Kalp Damar Cerrahisi;Standart;1.09.2018;Doktor;E;Gözlem Dışı;Yok;Yok;Gözlem Dışı;Gözlem Dışı
Kalp Damar Cerrahisi;Standart;1.09.2018;Hemşire;K;Gözlem Dışı;Yıkama;Yok;Gözlem Dışı;Gözlem Dışı
